,股票名稱,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
4510,高鋒,21.9,21.0,10.95,16.45,18.75,14.15,9.88,19.5,16.7,14.0,22.4,30.5,21.85,21.15,23.2,20.5,15.95,13.2,72.2
4513,福裕,11.75,18.8,14.0,16.0,29.6,27.4,12.75,17.7,19.6,16.1,12.85,13.85,13.3,11.6,10.3,19.4,13.25,10.55,14.9
4523,永彰,43.2,40.0,31.5,33.35,22.75,19.9,29.3,81.5,83.4,56.4,36.5,32.75,32.7,27.25,21.95,18.1,31.35,42.0,29.3
4526,東台,54.5,65.0,48.5,54.3,52.0,38.5,27.25,44.3,53.3,33.55,29.65,37.0,36.4,26.35,23.5,23.35,21.4,17.0,33.0
4527,方土霖,33.9,38.1,20.25,29.5,28.9,18.5,20.65,20.75,16.55,19.9,30.8,37.75,30.35,28.85,35.15,33.0,31.55,29.0,20.4
4528,江興鍛,21.6,28.6,20.2,16.35,25.8,22.5,17.6,23.8,24.95,22.3,42.5,48.9,94.2,61.5,87.2,83.0,60.9,53.3,31.9
4529,淳紳,19.0,16.5,14.9,10.9,15.55,23.9,16.7,15.8,14.1,17.5,18.75,25.9,67.8,50.0,50.9,36.9,27.8,16.65,60.1
4530,宏易,45.0,24.0,9.45,12.1,23.5,24.0,16.95,12.55,6.94,4.6,8.76,8.88,5.7,7.5,14.0,8.59,10.8,19.8,43.9
4532,瑞智,22.8,31.1,36.8,26.5,19.85,15.4,12.5,18.8,27.95,31.8,32.4,36.8,33.9,38.8,36.8,33.7,27.75,23.1,19.3
4533,協易機,29.5,36.7,17.9,25.15,39.0,29.9,12.8,16.85,21.5,14.4,17.8,18.45,14.8,18.2,16.6,15.3,13.6,13.5,26.0
4534,慶騰,,35.7,22.2,13.0,17.55,9.7,14.1,20.4,18.05,11.35,18.9,24.25,18.45,45.0,31.35,19.65,13.1,10.4,14.5
4535,至興,,79.0,74.0,55.9,88.4,54.8,46.5,52.0,44.9,56.9,47.7,54.4,52.5,47.75,46.8,43.3,35.1,31.8,17.7
4536,拓凱,,,,,,,,,,,,176.0,142.0,133.0,119.0,110.5,190.0,196.0,37.5
4538,大詠城,,,,,,,,,,,,,,,,,,19.3,185.0
4540,全球傳動,,,,,,,,,,,,,,,,,89.4,62.8,21.85
4541,晟田,,,,,,,,,,,,,48.0,40.85,30.45,35.45,36.7,27.15,73.3
4542,科嶠,,,,,,,,,,,,,60.3,19.9,40.0,32.95,29.5,28.85,28.75
4543,萬在,,,,,,,,,,,,,,,23.85,28.6,25.35,18.7,35.0
4545,銘鈺,,,,,,,,,,,,,,,53.7,49.1,29.5,42.6,22.95
4549,桓達,,,,,,,,,,,,,170.5,106.5,102.0,119.5,94.2,88.0,42.4
4550,長佳,,,,,,,,,,,,,,26.95,23.75,21.95,28.75,33.65,99.3
4551,智伸科,,,,,,,,,,,,,,161.5,208.0,193.5,195.5,215.0,28.0
4552,力達-KY,,,,,,,,,,,,,,,126.0,109.0,66.7,43.3,201.5
4554,橙的,,,,,,,,,,,,,,,59.2,32.45,33.4,29.5,37.5
4555,氣立,,,,,,,,,,,,,,76.9,72.1,88.0,64.9,61.1,36.75
4556,旭然,,,,,,,,,,,,,,39.2,39.8,36.8,38.5,42.5,67.5
4557,永新-KY,,,,,,,,,,,,,,83.5,100.5,80.7,78.3,72.5,40.5
4560,強信-KY,,,,,,,,,,,,,,,,86.3,58.5,51.9,69.1
4561,健椿,,,,,,,,,,,,,,,,,33.25,32.25,45.25
4562,穎漢,,,,,,,,,,,,,,,,44.9,37.0,26.25,37.5
4563,百德,,,,,,,,,,,,,,,,,63.7,51.5,30.05
4564,元翎,,,,,,,,,,,,,,,,,,42.9,37.95
4566,時碩工業,,,,,,,,,,,,,,,,,61.3,59.4,55.7
4568,科際精密,,,,,,,,,,,,,,,,,78.1,92.0,78.4
4571,鈞興-KY,,,,,,,,,,,,,,,,,,77.2,80.3
4572,駐龍,,,,,,,,,,,,,,,,,,130.5,203.0
4576,大銀微系統,,,,,,,,,,,,,,,,,,102.0,125.0
4580,捷流閥業,,,,,,,,,,,,,,,,,,,179.5
4581,光隆精密-KY,,,,,,,,,,,,,,,,,,,105.0
4609,唐鋒,11.35,10.1,8.83,9.79,8.66,14.0,22.55,299.5,135.0,19.0,16.25,14.4,12.5,14.2,10.8,25.2,14.9,12.35,43.75
4702,中美實,4.92,5.4,4.25,3.71,14.3,8.6,5.58,31.25,30.0,41.3,38.3,30.1,19.0,12.4,8.9,6.17,14.8,15.35,9.22
4706,大恭,16.5,14.4,11.9,10.9,15.35,14.15,13.1,20.55,18.25,16.05,18.35,18.2,16.8,24.95,23.9,21.5,19.85,19.0,20.95
4707,磐亞,57.0,66.0,47.5,42.0,24.7,20.8,14.8,22.85,24.95,12.5,12.0,15.15,11.05,10.0,11.2,13.7,10.95,15.8,21.5
4711,永純,12.6,13.25,11.3,20.8,33.95,19.8,21.5,29.4,22.9,18.35,22.8,17.6,15.25,27.0,22.6,18.0,16.5,15.1,15.65
4712,南璋,14.95,12.65,9.72,7.59,10.9,10.4,9.97,32.55,68.9,58.0,58.4,36.2,18.75,20.0,19.3,19.2,16.5,13.2,25.3
4714,永捷,19.5,22.3,14.1,19.1,19.4,15.3,16.7,21.05,26.85,17.9,13.05,18.45,15.3,16.6,18.25,17.9,17.95,18.05,16.3
4716,大立,15.4,15.0,11.95,59.0,65.0,30.35,34.2,55.5,37.8,29.2,25.05,18.9,14.9,14.4,27.1,24.5,19.7,18.05,16.15
4720,德淵,22.2,20.3,16.1,11.6,27.6,15.95,18.7,32.75,24.6,19.5,16.6,17.0,18.2,17.65,15.3,15.7,14.95,20.45,21.2
4721,美琪瑪,44.2,56.0,39.1,22.9,43.15,42.5,40.6,38.4,33.5,30.9,25.6,39.55,29.05,42.1,154.5,129.0,84.5,73.9,31.9
4722,國精化,21.0,17.2,14.7,11.95,15.9,11.95,18.1,26.9,29.7,32.2,39.45,28.2,35.2,39.35,35.9,36.2,30.4,32.3,184.5
4726,永昕,,,,,,,,,,,,80.6,60.0,56.9,40.75,31.8,30.85,71.4,49.0
4728,雙美,,,,,,,,,,,46.85,42.05,34.0,56.4,43.4,53.9,119.0,89.9,54.3
4729,熒茂,,,,,,,,48.5,55.7,28.9,15.35,24.25,25.5,19.5,27.2,23.9,15.25,28.8,89.0
4735,豪展,,,,,,,,,,16.4,28.75,25.35,42.3,39.95,57.8,52.2,50.5,162.0,17.0
4736,泰博,,,,,,,,,76.3,61.0,87.7,139.0,123.5,163.0,116.0,185.0,196.5,309.0,103.5
4737,華廣,,,,,,,,,126.5,104.0,74.7,100.0,72.9,60.4,78.7,67.5,84.6,93.4,240.0
4739,康普,,,,,,,,,,30.5,22.15,42.8,71.5,57.7,148.5,150.5,107.5,78.5,87.8
4741,泓瀚,,,,,,,,,,,,,,,,71.9,50.9,34.65,176.5
4743,合一,,,,,,,,,,50.3,72.9,86.0,59.5,42.8,35.35,43.2,35.2,476.5,30.0
4744,皇將,,,,,,,,,,,,,,,,,38.5,41.5,338.0
4745,合富-KY,,,,,,,,,,,,144.5,97.0,76.9,51.6,57.7,52.8,46.8,31.2
4746,台耀,,,,,,,,,,89.3,80.6,87.2,78.3,115.5,102.0,71.4,45.55,66.8,32.45
4747,強生,,,,,,,,,,,,98.5,64.7,47.7,39.7,47.45,42.9,54.7,108.0
4754,國碳科,,,,,,,,,,,,,,,56.0,52.4,68.3,57.5,39.05
4755,三福化,,,,,,,,,,,,35.65,28.75,34.7,66.7,62.4,53.0,83.4,43.85
4760,勤凱,,,,,,,,,,,,,,,,,,107.0,96.9
4763,材料-KY,,,,,,,,,,,,,,132.5,207.0,178.0,166.0,160.0,160.5
4764,雙鍵,,,,,,,,,,,,,,,,,88.6,72.0,141.0
4766,南寶,,,,,,,,,,,,,,,,,184.0,166.0,69.4
4767,誠泰科技,,,,,,,,,,,,,,,,,26.25,25.1,165.5
4803,VHQ-KY,,,,,,,,,,,,,,219.0,190.5,244.0,191.0,119.5,33.2
4804,大略-KY,,,,,,,,,,,,,,147.0,90.8,41.1,21.2,17.6,51.4
4806,昇華,,,,,,,,,,,,,,,84.5,50.6,17.0,12.4,15.85
4807,日成-KY,,,,,,,,,,,,,,,,89.9,57.3,34.95,12.4
4903,聯光通,7.6,7.9,4.19,8.15,18.85,11.5,16.05,14.9,13.6,12.0,14.75,12.6,13.5,38.9,68.0,26.35,19.45,16.9,32.65
4904,遠傳,31.2,38.7,43.4,43.0,44.5,54.9,41.0,45.6,61.1,76.1,83.0,73.0,80.5,81.9,79.9,79.4,79.0,72.6,26.1
4905,台聯電,28.8,14.5,8.6,13.8,25.0,16.9,21.3,24.7,22.7,33.5,25.3,40.0,57.9,60.4,76.0,75.6,64.0,59.2,66.8
4906,正文,106.0,103.0,88.0,74.5,99.5,76.9,63.3,59.7,44.95,35.9,41.05,31.65,25.35,26.3,36.95,32.5,29.45,31.9,92.5
4907,富宇,9.55,12.6,4.83,8.9,12.2,18.0,33.5,10.8,5.75,9.2,14.75,15.5,17.4,12.65,46.5,43.3,28.2,34.5,36.95
4908,前鼎,16.8,18.0,28.3,80.0,136.0,57.2,62.0,66.4,51.0,32.95,28.45,38.65,31.6,23.8,28.8,30.65,65.8,52.5,28.25
4909,新復興,60.5,65.0,54.3,69.5,105.0,55.3,54.1,66.0,61.5,45.0,42.75,46.6,36.2,28.3,23.6,21.6,26.75,21.5,47.4
4911,德英,,,,,,,,,,73.0,71.5,175.0,131.0,145.0,81.8,60.3,54.8,50.3,34.7
4912,聯德控股-KY,,,,,,,,,,79.5,72.5,75.4,107.5,96.0,264.0,240.5,173.0,159.0,34.4
4915,致伸,,,,,,,,,,,29.2,54.2,48.5,51.5,90.0,92.9,70.8,65.0,218.0
4916,事欣科,,,,,,,,,,,,68.5,39.2,55.2,42.25,41.0,39.0,34.4,67.0
4919,新唐,,,,,,,,,60.1,42.5,40.3,36.75,40.4,42.0,84.7,79.2,55.8,52.5,39.55
4924,欣厚-KY,,,,,,,,,,49.0,35.0,52.4,50.4,11.7,13.3,12.25,11.4,18.2,175.0
4927,泰鼎-KY,,,,,,,,,,51.1,46.25,55.5,50.7,44.1,35.5,37.75,56.8,85.5,25.45
4930,燦星網,,,,,,,,,48.0,24.35,16.95,25.85,38.1,16.25,16.25,13.75,13.55,21.65,114.0
4931,新盛力,,,,,,,,,,,,,,,,,,37.4,36.85
4933,友輝,,,,,,,,,,182.0,158.5,84.1,50.2,28.6,35.0,24.0,40.5,47.8,25.0
4934,太極,,,,,,,,,,18.5,30.75,29.65,23.9,24.2,15.3,13.1,7.15,37.05,52.6
4935,茂林-KY,,,,,,,,,,65.0,41.6,48.5,86.6,95.5,69.6,45.3,134.5,152.0,42.0
4938,和碩,,,,,,,,,42.2,48.1,55.4,75.3,98.4,86.8,100.0,81.9,71.5,71.5,115.0
4939,亞電,,,,,,,,,,34.9,20.35,27.9,21.3,9.79,23.3,28.0,22.8,22.3,84.5
4942,嘉彰,,,,,,,,,,52.5,45.75,41.3,32.1,28.1,28.6,40.3,48.2,42.5,27.6
4943,康控-KY,,,,,,,,,,,,,,,624.0,364.0,204.0,178.0,55.8
4944,兆遠,,,,,,,,,,39.35,34.2,40.95,32.15,12.5,21.2,26.0,14.6,36.5,93.9
4945,陞達科技,,,,,,,,,,,,,,,,,,,45.7
4946,辣椒,,,,,,,,,,103.0,71.8,137.0,83.4,46.05,54.9,47.85,36.95,39.9,90.0
4950,牧東,,,,,,,,,,,37.65,26.85,26.5,19.95,21.1,19.5,16.65,28.35,50.7
4952,凌通,,,,,,,,,,31.0,39.15,45.9,45.65,46.55,71.2,56.3,39.2,43.7,30.95
4953,緯軟,,,,,,,,,,,,,43.0,24.4,28.9,86.7,146.0,115.0,96.9
4956,光鋐,,,,,,,,,,45.75,27.75,30.0,23.2,29.25,28.5,26.0,19.5,24.05,116.5
4958,臻鼎-KY,,,,,,,,,,112.0,81.2,102.0,119.5,83.9,79.6,84.8,155.5,151.5,33.45
4960,誠美材,,,,,,,,,,41.05,39.2,42.35,34.8,23.0,16.9,13.5,14.45,12.75,129.5
4961,天鈺,,,,,,,,,,,,,,,,,49.9,135.0,16.0
4966,譜瑞-KY,,,,,,,,,,485.0,309.5,435.0,385.0,370.0,622.0,640.0,645.0,1320.0,395.0
4967,十銓,,,,,,,,,,,,,,,,,,53.0,2240.0
4968,立積,,,,,,,,,,,,,,91.5,135.5,93.5,255.0,426.0,78.8
4971,IET-KY,,,,,,,,,,,,79.1,138.0,149.0,122.0,117.5,76.5,65.8,688.0
4972,湯石照明,,,,,,,,,,,,39.6,42.3,46.0,37.5,50.5,36.2,32.2,89.5
4973,廣穎,,,,,,,,,,,55.6,45.8,31.9,27.8,26.15,21.15,29.1,34.9,38.9
4974,亞泰,,,,,,,,,,39.3,57.5,53.2,52.0,38.4,69.6,53.6,62.9,68.8,37.4
4976,佳凌,,,,,,,,,,,45.2,37.15,26.95,26.3,54.5,74.0,43.75,78.6,63.6
4977,眾達-KY,,,,,,,,,,,,104.0,90.6,89.5,146.0,131.5,116.0,152.0,126.5
4979,華星光,,,,,,,,,,63.6,74.2,63.8,97.4,83.8,45.2,37.2,29.45,38.15,122.5
4987,科誠,,,,,,,,,,,98.0,129.0,99.9,73.0,73.0,66.2,66.0,61.5,28.1
4989,榮科,,,,,,,,,,,,,,,,,30.15,26.0,63.0
4991,環宇-KY,,,,,,,,,,,,,112.0,104.0,95.3,93.8,81.7,71.6,59.9
4994,傳奇,,,,,,,,,,420.0,221.0,259.5,184.0,88.9,80.5,64.8,114.0,89.7,56.5
4995,晶達,,,,,,,,,,,24.65,59.9,68.6,43.3,45.0,54.7,56.1,50.8,87.4
4999,鑫禾,,,,,,,,,,,,73.6,68.3,63.3,58.8,53.9,55.4,50.1,39.5
5007,三星,23.7,34.2,32.9,27.7,34.3,30.0,28.0,33.5,53.1,47.0,78.0,93.5,79.9,64.5,66.7,60.5,57.0,55.0,62.9
5009,榮剛,12.35,20.2,21.4,50.5,71.4,53.9,24.6,28.3,39.6,34.3,25.4,28.9,24.0,19.6,26.35,21.35,24.25,18.8,65.3
5011,久陽,3.23,5.5,4.01,11.9,6.78,4.7,4.5,20.0,41.5,47.0,25.65,40.2,29.5,26.8,17.7,19.35,19.5,43.65,29.75
5013,強新,25.1,28.3,24.0,16.15,24.8,27.5,13.35,22.5,22.5,15.25,18.85,23.15,24.75,31.4,35.75,32.0,29.9,30.9,46.45
5014,建錩,14.35,32.9,26.9,31.8,33.45,18.25,15.95,15.95,12.5,9.68,8.19,14.3,11.35,10.65,27.8,19.7,10.3,16.5,54.1
5015,華祺,27.6,28.0,22.9,21.2,45.0,35.65,19.15,19.3,20.85,19.2,17.3,27.2,29.6,26.5,32.9,42.4,47.85,38.35,30.0
5016,松和,20.1,37.7,33.3,25.7,25.45,27.2,25.45,45.4,64.5,37.9,35.65,31.85,29.4,37.55,36.5,40.8,37.3,33.2,38.3
5102,富強,16.6,13.7,12.2,12.9,13.1,16.25,12.65,15.05,32.2,21.1,17.2,17.15,19.5,14.85,16.95,17.45,16.45,16.6,45.55
5201,凱衛,5.35,17.8,29.0,31.0,31.5,50.8,36.0,28.5,17.25,10.85,17.0,18.55,16.55,51.5,32.2,43.2,37.8,38.0,26.8
5202,力新,25.0,20.9,10.85,12.05,16.3,8.29,9.53,17.3,14.75,7.6,6.42,25.0,21.8,25.0,41.55,30.95,22.0,25.4,39.3
5203,訊連,152.0,174.0,122.5,157.0,187.5,162.5,170.0,168.5,112.0,112.0,105.0,102.0,94.8,78.0,75.6,85.0,131.5,132.5,96.0
5205,中茂,8.35,9.35,11.95,10.8,37.5,34.1,87.6,86.1,83.0,29.85,14.1,37.95,30.0,23.0,20.4,18.0,13.0,15.95,113.0
5206,坤悅,13.25,17.4,4.42,6.32,11.55,5.64,3.81,2.85,19.65,21.9,21.2,16.05,13.45,11.75,10.45,14.15,20.4,20.15,24.95
5209,新鼎,11.0,15.5,19.3,45.5,49.15,32.25,38.5,84.4,76.6,71.9,66.3,74.3,56.4,44.5,52.4,48.9,48.25,71.8,20.9
5210,寶碩,14.1,14.2,9.9,11.1,15.4,14.1,12.85,19.95,13.2,9.59,9.8,10.8,10.8,6.99,7.5,7.98,12.0,12.35,70.4
5211,蒙恬,42.0,36.8,24.9,32.0,70.0,42.9,59.2,100.5,89.7,54.5,33.1,40.75,45.25,26.4,24.25,28.5,19.9,17.45,39.3
5212,凌網,,37.5,32.7,34.45,42.1,26.2,23.4,30.3,23.3,19.6,17.0,27.0,28.7,23.3,28.4,27.7,40.4,69.9,26.0
5213,亞昕,,17.5,5.03,30.4,39.95,30.0,41.5,40.4,45.65,27.95,29.5,24.35,19.4,15.75,17.8,24.8,20.35,19.0,82.6
5215,科嘉-KY,,,,,,,,,,82.2,48.3,63.8,56.2,41.45,37.25,31.3,82.0,183.0,26.15
5220,萬達光電,,,,,,,,,,,,,,,,,39.0,65.5,152.0
5222,全訊,,,,,,,,,,,,,,,,,,,49.85
5223,安力-KY,,,,,,,,,,,,,,,,,54.5,81.8,
5225,東科-KY,,,,,,,,,,,86.3,95.3,78.8,51.9,35.2,30.15,68.0,56.4,120.5
5227,立凱-KY,,,,,,,,,,,,89.1,44.25,43.2,33.9,29.65,21.9,19.6,28.0
5230,雷笛克光學,,,,,,,,,,,106.0,110.0,61.4,52.7,59.4,46.4,31.1,28.95,50.6
5234,達興材料,,,,,,,,,,,75.8,72.8,48.7,39.5,73.7,110.0,120.5,92.5,38.7
5236,凌陽創新,,,,,,,,,,,,,,,,,,,122.0
5243,乙盛-KY,,,,,,,,,,,,59.5,45.15,45.0,56.5,47.15,45.5,69.6,
5245,智晶,,,,,,,,,,,,,,199.0,145.0,110.5,56.4,49.4,84.0
5251,天鉞電,,,,,,,,,,,92.0,78.2,59.5,35.0,44.3,23.3,17.9,15.25,62.9
5258,虹堡,,,,,,,,,,,,,,,51.8,27.6,32.2,31.55,16.65
5263,智崴,,,,,,,,,,,188.0,675.0,448.0,343.0,301.0,274.0,239.0,189.0,38.15
5269,祥碩,,,,,,,,,,,77.6,228.5,277.0,289.5,437.0,595.0,669.0,1960.0,170.5
5272,笙科,,,,,,,,,,,,107.0,88.4,48.6,53.8,43.3,32.6,27.3,2455.0
5274,信驊,,,,,,,,,,,,303.0,386.0,499.0,779.0,988.0,1005.0,1860.0,46.9
5276,達輝-KY,,,,,,,,,,,,,26.15,31.5,32.25,20.95,14.95,17.4,3435.0
5278,尚凡,,,,,,,,,,,,132.5,66.8,38.7,58.9,165.5,265.0,166.0,21.7
5281,大峽谷-KY,,,,,,,,,,,,,,,38.8,138.0,48.4,31.15,232.5
5283,禾聯碩,,,,,,,,,,,,,,,,,,131.0,28.3
5284,jpp-KY,,,,,,,,,,,,,87.0,78.0,68.7,66.8,60.9,51.3,148.0
5285,界霖,,,,,,,,,,,,,46.3,40.65,99.5,101.5,72.5,79.7,50.0
5287,數字,,,,,,,,,,,,,422.0,302.0,299.0,298.0,286.0,244.5,143.5
5288,豐祥-KY,,,,,,,,,,,,,141.5,124.5,100.5,125.5,162.5,124.5,265.5
5289,宜鼎,,,,,,,,,,,,109.0,134.0,125.5,143.5,166.0,183.5,203.5,177.0
5291,邑昇,,,,,,,,,,,,,41.0,19.4,20.8,19.25,33.5,33.5,250.0
5299,杰力,,,,,,,,,,,,,,,,,135.0,133.0,53.7
5301,寶得利,12.6,11.7,6.7,17.0,15.6,8.8,7.7,10.9,7.49,18.85,20.5,115.5,85.0,40.0,44.7,45.1,31.9,17.15,265.0
5302,太欣,13.0,22.0,14.4,19.5,72.6,37.2,23.45,20.2,15.8,9.6,10.6,10.1,8.83,7.48,9.2,14.9,6.98,8.4,12.0
5306,桂盟,11.55,9.75,7.31,4.37,7.34,5.31,6.48,8.2,23.5,,153.5,155.0,166.5,134.5,156.5,144.5,123.0,235.0,22.45
5309,系統電,10.4,19.0,22.25,24.6,19.05,8.24,14.3,21.7,15.25,9.7,14.8,17.85,20.8,20.25,11.9,10.3,19.4,55.5,255.0
5310,天剛,15.4,12.15,5.57,6.1,11.4,17.5,83.9,71.9,50.0,57.0,42.9,48.8,38.0,31.35,32.95,77.4,55.1,20.35,46.5
5312,寶島科,18.0,18.7,21.5,35.3,63.9,47.4,72.0,96.8,113.0,95.4,123.5,121.0,93.2,83.5,78.7,68.6,71.2,69.2,22.05
5314,世紀,16.2,13.9,15.55,16.9,22.4,10.65,15.1,14.35,17.4,18.95,11.8,14.55,12.0,7.7,5.99,6.34,6.49,7.09,69.9
5315,光聯,16.3,21.5,15.9,17.8,14.0,7.83,8.65,10.85,10.35,6.06,4.98,8.6,26.0,38.0,30.05,20.5,25.65,18.0,10.1
5321,美而快,10.2,9.8,4.85,6.4,,10.8,8.0,11.9,6.39,4.23,21.0,23.4,58.6,43.05,39.6,54.0,49.9,55.9,21.85
5324,士開,6.1,9.5,3.45,1.29,4.52,16.8,32.0,55.6,51.0,46.9,82.7,43.5,18.0,14.75,13.2,19.9,11.85,13.35,153.0
5328,華容,14.75,13.55,6.47,7.57,16.05,9.94,11.55,14.6,12.3,8.48,8.9,9.85,8.22,7.3,11.7,26.5,10.85,14.6,11.8
5340,建榮,8.35,15.4,11.15,10.35,12.45,8.31,9.1,12.7,9.89,7.52,5.84,6.17,5.43,5.63,13.35,15.4,76.2,57.4,19.7
5344,立衛,10.05,15.2,3.49,8.45,16.6,22.25,27.15,27.15,18.65,16.8,15.35,12.8,9.35,6.54,8.91,13.55,7.53,19.2,50.8
5345,天揚,9.2,15.8,8.38,8.13,24.65,15.0,15.45,23.2,11.5,5.09,8.12,11.2,13.45,11.4,9.24,14.7,8.35,12.85,31.3
5347,世界,15.2,23.2,33.45,26.4,35.3,25.3,16.7,17.5,18.45,21.55,38.6,53.6,58.4,69.5,73.3,83.6,82.4,128.5,9.25
5348,系通,5.55,9.8,8.25,27.8,70.5,30.3,19.35,21.0,20.95,21.15,15.35,14.3,12.05,8.55,6.92,11.4,10.9,8.98,177.0
5351,鈺創,29.5,69.0,41.4,51.4,52.0,30.3,27.65,29.4,24.45,13.15,17.2,19.8,22.6,14.65,17.15,16.8,12.25,27.7,19.4
5353,台林,13.0,15.9,9.3,12.6,29.75,11.95,15.8,16.0,19.25,13.4,14.4,16.6,13.2,11.7,14.65,17.4,21.5,19.45,104.0
5355,佳總,9.6,11.55,7.37,16.5,48.6,18.4,20.1,31.4,20.2,11.2,17.85,15.2,10.6,7.39,8.86,8.89,5.58,8.34,22.8
5356,協益,30.7,25.2,11.4,13.5,18.35,11.45,13.2,63.0,67.6,48.8,59.6,68.9,74.0,46.0,57.5,41.9,40.0,31.5,23.2
5364,力麗店,6.75,13.0,33.8,56.9,79.0,28.8,20.9,19.9,4.28,3.15,49.25,63.9,84.5,52.5,26.05,24.45,21.5,26.6,32.45
5371,中光電,35.2,55.5,52.0,63.6,62.5,43.75,48.65,53.0,51.2,30.9,29.95,51.8,50.2,36.45,46.85,59.1,50.7,41.85,31.8
5381,合正,9.65,23.2,10.2,14.3,11.4,6.74,8.5,8.64,7.29,4.35,4.05,6.73,4.88,2.25,6.22,7.89,5.7,6.25,96.0
5383,金利,34.9,28.4,17.7,24.8,32.7,18.0,19.0,27.0,20.95,13.4,15.7,18.0,13.8,10.6,14.8,14.8,20.2,32.1,10.25
5386,青雲,27.0,23.9,6.0,12.6,17.75,15.75,11.2,47.05,26.2,27.35,41.1,30.5,45.0,47.4,84.0,120.0,47.4,93.2,43.85
5388,中磊,38.6,43.5,35.6,28.2,49.8,36.5,27.5,31.95,47.9,48.5,54.6,78.8,89.8,88.7,89.3,89.6,85.5,87.5,91.3
5392,能率,9.7,24.0,50.8,59.7,258.0,177.0,215.5,203.5,131.5,76.7,55.5,102.5,84.9,66.5,66.9,66.9,43.85,33.85,81.8
5398,慕康生醫,10.5,15.5,5.15,7.95,12.8,9.41,14.8,15.3,30.0,26.4,42.0,52.6,39.7,50.4,43.3,39.2,28.6,29.9,32.5
5403,中菲,25.2,23.5,16.6,16.55,17.65,16.9,26.05,34.2,25.65,21.4,27.9,28.1,23.5,33.9,38.85,41.7,41.9,60.2,22.4
5410,國眾,6.5,10.0,3.68,11.4,24.05,15.75,38.35,53.0,22.2,14.9,16.9,14.95,13.8,14.85,14.8,22.85,20.65,24.2,83.7
5425,台半,16.5,17.8,13.4,25.7,79.0,50.7,32.5,35.2,28.95,18.75,29.9,41.7,35.9,44.5,80.0,99.5,61.6,66.5,28.4
5426,振發,11.75,12.1,13.7,19.55,27.4,18.4,21.55,22.95,18.6,13.55,14.85,19.45,17.15,14.2,18.8,19.25,15.85,11.9,105.0
5432,新門,26.3,19.4,7.72,11.75,33.6,19.1,8.74,7.88,21.4,20.1,27.8,20.4,21.6,23.4,29.0,34.75,48.35,22.5,20.2
5434,崇越,98.0,94.0,148.0,115.5,106.5,62.0,46.95,48.5,51.1,57.8,61.3,67.0,64.4,90.8,105.5,92.9,113.0,130.0,85.5
5438,東友,53.5,51.5,43.7,45.9,74.0,42.3,34.0,33.9,26.35,16.5,14.9,19.5,15.2,15.45,17.85,19.05,15.95,15.45,153.5
5439,高技,18.2,17.8,26.95,46.85,42.0,25.5,20.0,39.25,35.4,29.45,19.8,29.0,25.7,33.15,35.25,53.3,58.1,55.3,26.45
5443,均豪,12.8,15.8,25.15,49.9,35.5,23.7,27.5,27.2,19.6,11.5,17.2,14.5,18.95,25.8,30.5,31.75,26.6,45.95,76.2
5450,南良,40.6,26.7,10.8,16.55,21.05,16.35,20.0,42.3,30.3,20.75,23.85,29.45,19.2,11.2,9.75,11.85,31.0,23.55,51.3
5452,佶優,87.0,29.8,19.2,20.6,22.15,13.95,18.9,23.9,17.7,22.6,15.8,14.65,13.25,15.05,11.3,10.1,7.9,12.5,84.5
5455,昇益,9.8,16.3,5.92,15.75,36.95,27.9,21.2,22.6,16.7,7.04,2.8,13.15,17.3,12.4,12.0,22.0,32.0,28.45,40.5
5457,宣德,30.3,20.8,25.15,25.7,20.5,8.11,15.3,13.75,12.5,12.65,21.6,39.95,46.8,33.3,66.0,69.2,94.8,138.5,30.3
5460,同協,48.0,27.1,27.2,25.6,32.7,17.1,16.5,22.0,14.35,12.6,12.9,18.3,19.9,13.7,13.6,12.4,12.75,12.3,108.5
5464,霖宏,41.0,27.5,37.8,35.9,62.5,42.8,48.0,40.4,31.7,26.0,23.7,29.35,25.25,17.75,15.7,24.7,21.15,15.1,28.1
5465,富驊,19.0,20.8,16.8,13.9,16.6,9.2,8.01,10.15,8.5,9.7,9.09,15.7,19.2,18.05,30.0,28.8,18.55,22.5,44.8
5468,凱鈺,9.0,18.6,5.85,4.31,43.15,22.25,16.9,16.8,14.2,13.85,13.55,20.7,13.65,7.39,6.97,6.36,14.55,20.65,22.0
5469,瀚宇博,41.5,41.5,39.7,39.0,36.0,34.3,33.3,31.85,21.3,17.5,14.9,14.15,16.9,21.65,23.75,35.2,47.1,51.4,28.15
5471,松翰,78.0,70.0,48.0,89.4,138.0,95.1,88.7,88.5,69.2,54.8,44.85,66.2,50.2,41.5,41.5,38.9,36.1,74.3,71.0
5474,聰泰,18.7,18.4,31.65,92.4,80.9,43.4,30.25,35.5,18.7,17.85,68.7,55.8,117.0,93.4,82.7,91.5,108.0,376.0,119.0
5475,德宏,16.5,36.7,25.2,18.5,18.25,10.45,11.4,22.0,20.6,12.9,9.7,10.75,8.19,4.49,11.3,10.35,9.18,4.38,256.0
5478,智冠,180.0,150.0,67.5,73.5,113.0,123.5,225.5,214.0,141.5,81.7,75.8,132.5,111.0,76.4,96.8,103.0,85.5,129.0,111.0
